模板ID,名称,品级,描述,装备类型,类型,子类型,占用格子,门派ID,五行,秘籍ID,可奇遇获取,非公开,门派内排序,使用需求,正练效果ID,逆练效果ID,继承造诣加成比例,修习类型,突破盘ID,走火入魔内伤,走火入魔受伤部位,走火入魔伤害值,走火入魔气乱,可获得内力总量,每循环获得内力,循环目标类型,循环转化类型,每循环五行变化,特定格子,通用格子,命中值,闪避值,穿透,穿透抵抗,架势提气恢复,移动速度,破绽恢复,施展速度,封穴恢复,切换武器速度,攻击速度,内功比例,气乱恢复,毒抗,准备总进度,需求身体部位,脚力消耗,提气架势总消耗,基础内功比例,内功比例变化范围,穿透值,施展时额外距离,式消耗,武器耐久消耗,移动力消耗,最适武器ID,固定最佳武器ID,受伤部位攻击比例分布,总命中,每击伤害比例分布,有攻击封穴效果,有攻击破绽效果,毒素,装备破坏几率,增加移动力类型,增加破体特性,施展时增加移动速度,施展时增加移动速度百分比,移动冷却加成,施展时增加命中,脚力减少速度,脚力增加速度,移动消耗脚力,最大跳跃距离,跳跃准备帧,可部分跳跃,跳跃距离变化帧,跳跃距离变化持续,分数加成类型,分数加成,施展时增加外功穿透抵抗,施展时增加内功穿透抵抗,施展时增加闪避,反击伤害,外伤反弹率,内伤反弹率,持续帧,反弹距离,属性加成列表,外伤步骤,内伤步骤,致命伤步骤,心神伤步骤,可能真气策略列表,额外内力分配进度,循环加成技能列表,真气策略生成概率,无效突破加成类型,正练效果,逆练效果
398,大玉阳神拳,7,大玉阳神拳勇壮剽悍，式式渊渟岳峙，拳势左右一体，好整以暇，宏大好似狂澜。大玉阳神拳源自东海之外，与小玉阳神拳一正一奇，并世无双。,1,拳掌,Invalid,3,14,3,542,true,true,29,属性0=130; 属性4=75; 属性83=450; 属性55=360; 属性64=360,500,1226,4,0,7,true,"0, 1, 3, 4",3,450,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",33000,4,0,100,70,25,1040,15,式6=2; 式8=2,0,0,300,-1,"100, 0, 1, 10, 10, 0, 0",220,"60, 40, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",50,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 55, 55, 0, 0","0, 0, 0, 55, 55, 0, 0",0,60,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 41, 42, 43, 44, 45, 46",开始施展此功法时，运用者的所有「摧破」功法的持续效果的层数越接近其层数上限，此功法的威力就提高越多,开始施展此功法时，敌人的所有「摧破」功法的持续效果的层数越接近其层数下限，此功法的威力就提高越多
399,化龙掌,8,化龙掌刚猛无俦，震古烁今，乃伏龙坛之不传绝诣。所谓：“出之有声，石破天惊，啸如龙呤；无形有质，风云变色，状如狂龙”，故曰“化龙”也。,1,拳掌,Invalid,3,14,3,543,true,true,30,属性0=160; 属性3=60; 属性83=500; 属性55=400; 属性64=400,501,1227,5,1,8,true,"0, 1, 3, 4",3,500,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",39000,4,0,100,30,25,1200,20,式6=4,0,0,282,-1,"100, 20, 1, 0, 0, 0, 0",190,"80, 0, 20, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",50,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 180, 180, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 17, 41, 42, 43, 44, 45, 46",此功法发挥$0$成威力后，运用者获得3层此效果：运用者施展的所有非此功法的正练「拳掌」功法变化为此功法，被变化的功法的威力根据此功法的威力提高，持续直到战斗结束；变化而来的此功法的正练效果暂时变化为：“此功法发挥$0$成威力时，消除敌人运起的「护体」功法及所有的脚力”,此功法发挥$0$成威力后，运用者获得3层此效果：运用者施展的所有非此功法的逆练「拳掌」功法变化为此功法，被变化的功法的威力根据此功法的威力提高，持续直到战斗结束；变化而来的此功法的逆练效果暂时变化为：“此功法发挥$0$成威力时，消除敌人运起的「护体」功法及所有的脚力”
400,疯狗拳,0,疯狗拳举止无定，状似癫狂，行功走架绝无章法，吐唾牙咬，死缠烂打，无所不用其极，加之狺狺狂吠不止，却也格外骇人。,1,拳掌,Invalid,1,15,5,544,true,false,23,属性0=35; 属性1=65; 属性83=100; 属性59=80; 属性65=80,567,1293,1,8,0,false,"3, 4, 5, 6",1,100,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",15000,4,0,60,30,25,240,10,式6=1; 式8=1,0,0,345,-1,"25, 25, 1, 20, 20, 15, 15",40,"40, 10, 50, 0",false,true,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",50,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 10, 10, 0, 0","0, 0, 0, 10, 10, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 41, 42, 43, 44, 45, 46",开始施展此功法时，运用者获得6层此效果：运用者的摧破类功法对敌人造成的所有直接伤害可能降低90%，也可能提高90%，但更有可能提高,以此功法攻击敌人时或此功法发挥$0$成威力后，运用者获得6层此效果：敌人的摧破类功法对运用者造成的所有直接伤害可能降低90%，也可能提高90%，但更有可能降低
401,摧心掌,1,摧心掌无甚招式，掌力共有“缓、急、钻、缚”四种变化，可刚可柔，直透心肺，乃是纯以暗劲伤人于无形的阴狠功法。,1,拳掌,Invalid,1,15,4,545,true,false,24,属性0=75; 属性4=40; 属性83=150; 属性59=120; 属性65=120,568,1294,1,0,1,true,"3, 4",1,150,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",24000,4,0,60,40,25,400,10,式6=2,0,0,345,-1,"120, 0, 0, 0, 0, 0, 0",60,"40, 20, 40, 0",false,true,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",50,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 30, 30, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 16, 41, 42, 43, 44, 45, 46",此功法对敌人胸背造成的直接伤势标记将变化为更难恢复的旧时伤势,此功法对敌人胸背造成的直接伤害提高30%；此功法发挥$0$成威力时，损耗敌人的提气
402,七十二地煞拳,2,七十二地煞拳凶狠异常，乃是专攻下路之猛恶手法，所谓：“抓膝拿踵节节断，剥腨剔股片片离”，自股至踵无不为其所制。,1,拳掌,Invalid,1,15,4,546,true,false,25,属性0=80; 属性3=50; 属性83=200; 属性59=160; 属性65=160,569,1295,2,8,2,false,"3, 4, 5, 6",1,200,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",18000,4,0,60,30,25,280,10,式6=2,0,0,345,-1,"0, 40, 1, 0, 0, 40, 40",90,"40, 20, 40, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",50,-1,"208, 207",0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 20, 20, 0, 0","0, 0, 0, 20, 20, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 41, 42, 43, 44, 45, 46",开始施展此功法时，敌人“伤坏”的部位越多，此功法的威力就提高越多；此功法发挥$0$成威力时，使敌人有外伤的腿足“膝踵伤坏”；“膝踵伤坏”者的最大脚力值减半，且受创者腿足的外伤标记达到4个即视为腿足残毁，直到受创者治愈了所有腿足的外伤，此创伤才会消失,开始施展此功法时，敌人“剧痛”的部位越多，此功法的威力就提高越多；此功法发挥$0$成威力时，使敌人有内伤的腿足“膝踵剧痛”；“膝踵剧痛”者的最大脚力最大身法值减半，双足受到的任何外伤重创提高，且受创者腿足的内伤达到4层即视为腿足残毁，腿足遭受内伤的同时会受到等额的重创伤害，直到受创者治愈了所有腿足的内伤，此创伤才会消失
403,腐尸毒掌,3,取人畜新死之尸体浸泡于毒水之中，待到尸体为毒水所化尽，即可取其毒质用以练功，七七四十九次之后，遂成腐尸毒掌。,1,拳掌,Invalid,2,15,4,547,true,false,26,属性0=55; 属性3=45; 属性4=45; 属性83=250; 属性59=200; 属性65=200,570,1296,2,5,3,false,"3, 4",2,250,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",24000,4,0,80,50,25,520,10,式6=2; 式8=1,0,0,273,-1,"60, 20, 1, 10, 10, 10, 10",90,"30, 40, 30, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 450, 2, 0, 0",50,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 50, 50, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 16, 41, 42, 43, 44, 46",此功法发挥$0$成威力后，运用者获得10层此效果：运用者以摧破类功法向敌人施加的腐毒由「生毒」提升为「剧毒」、由「剧毒」提升为「奇毒」，且运用者带有腐毒的摧破类功法无法被封禁、打断,此功法发挥$0$成威力后，运用者获得10层此效果：敌人以摧破类功法向运用者施加的腐毒由「奇毒」降低为「剧毒」、由「剧毒」降低为「生毒」，敌人以带有腐毒的摧破功法攻击运用者时，敌人会受到此功法的部分反噬伤害
404,血煞掌,4,血煞掌凶狠暴戾，毒性猛烈，需以自身鲜血催动毒质，正是：“见血而发，愈伤愈狂”。因各人血质不同，所发毒性亦有不同变化。,1,拳掌,Invalid,2,15,4,548,true,false,27,属性0=90; 属性3=70; 属性83=300; 属性59=240; 属性65=240,571,1297,3,5,4,false,"3, 4",2,300,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",21000,4,0,80,40,25,600,10,式6=3,0,0,273,-1,"80, 20, 1, 10, 10, 0, 0",100,"40, 30, 30, 0",false,false,"0, 0, 0, 0, 0, 0, 600, 2, 0, 0, 0, 0",50,-1,"202, 201",0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 35, 35, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 17, 41, 42, 44, 45, 46",开始施展此功法时，敌人“伤坏”的部位越多，此功法的威力就提高越多；此功法发挥$0$成威力时，使敌人有外伤的胸背“胸背伤坏”；“胸背伤坏”者的提气无法超过60%，胸背受到的任何内伤重创提高，且受创者胸背的外伤达到4层即视为胸背残毁，头颈遭受外伤的同时会受到等额的重创伤害，直到受创者治愈了所有胸背的外伤，此创伤才会消失,开始施展此功法时，敌人“剧痛”的部位越多，此功法的威力就提高越多；此功法发挥$0$成威力时，使敌人有内伤的胸背“胸背剧痛”；“胸背剧痛”者的提气无法超过60%，胸背受到的任何内伤重创提高，且受创者胸背的内伤达到4层即视为胸背残毁，胸背遭受内伤的同时会受到等额的重创伤害，直到受创者治愈了所有胸背的内伤，此创伤才会消失
405,百鬼化骨掌,5,百鬼化骨掌势若柔丝，出无影，入无形，掌力一旦入体，便会蚕食人身筋骨，尽消人身阳元内气，其毒更甚附骨之疽，阴邪至极。,1,拳掌,Invalid,2,15,4,549,true,true,28,属性1=75; 属性4=50; 属性5=50; 属性83=350; 属性59=280; 属性65=280,572,1298,3,5,5,false,"3, 4",2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",24000,4,0,80,70,25,560,10,式6=1; 式8=2,0,0,354,-1,"0, 40, 1, 30, 30, 10, 10",160,"30, 40, 30, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 800, 2, 0, 0",50,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 45, 45, 0, 0","0, 0, 0, 45, 45, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 41, 42, 43, 44, 46",此功法发挥$0$成威力后，如果运用者至少拥有2个「拿」式，运用者就会仅消耗2个「拿」式，从施展进度50%开始立即再次施展此功法攻击敌人，以此方式施展此功法时，此功法的威力小幅累积提高，持续直到运用者无法再连续施展出此功法，且此功法会由正练转变为逆练,开始施展此功法时，将运用者所有可用的式变化为「拿」式，变化的「拿」式越多，此功法的威力就提高越多；此功法施展结束后，会由逆练转变为正练
406,天魔残魂掌,6,天魔残魂掌之“残魂”，其指有三：“修炼之法无比残忍，需以活人试掌；出手招招残忍，所指皆为人身要害；中者剧痛奇痒，无不自残身体而亡”。,1,拳掌,Invalid,3,15,4,550,true,true,29,属性0=110; 属性3=80; 属性83=400; 属性59=320; 属性65=320,573,1299,4,5,6,false,"3, 4",3,400,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",27000,4,0,100,50,25,880,15,式6=2; 式8=2,0,0,345,-1,"30, 30, 10, 15, 15, 15, 15",160,"40, 20, 40, 0",false,false,"600, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",50,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 110, 110, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 17, 42, 43, 44, 45, 46",此功法向敌人施加的烈毒将变化为更难驱除的旧时毒素；此功法发挥$0$成威力后，如果敌人烈毒攻心，使敌人烈毒发作,此功法向敌人施加的烈毒大幅提高，但有较低的几率令运用者同时被施加一部分烈毒；除非被毒害者天生烈毒不侵，否则此功法施加的烈毒无视被毒害者一半的烈毒抵抗
407,血犼魔掌,7,血犼魔掌奇毒绝恶，乃血犼教之毒掌绝诣。此掌一出，黑烟弥漫，腥风骤起，闻者立刻昏厥，中者全身膨胀数倍，胸腹爆裂而死。,1,拳掌,Invalid,3,15,4,551,true,true,30,属性0=140; 属性4=65; 属性83=450; 属性59=360; 属性65=360,574,1300,4,5,7,false,"0, 1, 2, 3, 4",3,450,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",33000,4,0,100,60,25,1040,20,式6=2; 式8=2,0,0,273,-1,"80, 20, 1, 10, 10, 0, 0",210,"40, 30, 30, 0",false,false,"0, 0, 0, 0, 0, 0, 800, 3, 0, 0, 0, 0",50,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 70, 70, 0, 0","0, 0, 0, 70, 70, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 41, 42, 44, 45, 46",以此功法攻击敌人时，敌人所中赤毒越深，此功法对敌人造成的直接伤害就提高越多；此功法发挥$0$成威力时，敌人所中赤毒越深，敌人就会受到越多额外的重创伤害，且根据此功法的威力对敌人随机身体部位再施加越多伤害,以此功法攻击敌人时，运用者所中赤毒越深，此功法对敌人造成的直接伤害就提高越多；此功法发挥$0$成威力时，运用者所中赤毒越深，敌人就会受到越多额外的重创伤害，且根据此功法的威力对敌人随机身体部位再施加越多伤害
408,少林伏虎爪,0,所谓：“拱项缩头，瞠目眺牙如伏虎”。少林伏虎爪即仿虎形，亦具虎神，招式严谨，地盘扎实，出手稳健，刚劲有力。,1,指法,Invalid,1,1,0,552,true,false,32,属性0=40; 属性2=30; 属性3=30; 属性84=100; 属性63=100,605,1331,1,2,0,false,"3, 4",1,100,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",21000,4,0,60,0,25,320,10,式6=1; 式8=1,0,0,273,-1,"40, 20, 1, 20, 20, 10, 10",60,"40, 40, 20, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",50,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 20, 20, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 17, 41, 42, 43, 44, 45, 46",根据此功法发挥的成数，增加运用者所有「护体」功法的威力，持续直到战斗结束,根据此功法发挥的成数，降低敌人所有「护体」功法的威力，持续直到战斗结束
409,少林一指禅,1,少林一指禅尽是外壮之功，全无内炼之法，却能气随力生，由动入静，十分独特。其练法极其考究，要求无比严格，次序绝不可错。,1,指法,Invalid,1,1,0,553,true,false,33,属性2=65; 属性3=50; 属性84=150; 属性63=150,606,1332,1,2,1,false,"3, 4",1,150,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",18000,4,0,60,30,25,200,10,式7=2,0,0,354,-1,"40, 40, 1, 20, 20, 0, 0",100,"20, 40, 40, 0",true,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",50,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 30, 30, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 17, 41, 42, 43, 44, 45, 46",根据此功法发挥的成数，向运用者施加一个提高破体的增益状态,根据此功法发挥的成数，向敌人施加一个降低御体的损害状态
410,拈花指功,2,拈花指功出指柔和，从容不迫，意态安详，好似指拈“金色菠萝花”，指力无形无相，乃是由“佛祖拈花，迦叶微笑”之典故而生，极是深奥。,1,指法,Invalid,1,1,5,554,true,false,34,属性2=80; 属性5=50; 属性84=200; 属性63=200,607,1333,2,0,2,true,"3, 4",1,200,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",18000,4,0,60,100,25,200,15,式7=2,0,0,354,-1,"0, 30, 1, 30, 30, 15, 15",110,"10, 50, 40, 0",true,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",50,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 40, 40, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 16, 41, 42, 43, 44, 45, 46",只要此功法未被敌人拆招，此功法对敌人造成的直接外伤大幅提高且不会因状态效果降低,只要此功法未被敌人拆招，此功法对敌人造成的直接内伤大幅提高且不会因状态效果降低
411,大力金刚指,3,大力金刚指无需借势即能以手指发出千斤之力，可谓力大无穷，厚实刚强至极。以之摧敌筋骨，如断枯槁，破石碎玉，如穿败絮。,1,指法,Invalid,2,1,0,555,true,false,35,属性0=110; 属性2=35; 属性84=250; 属性63=250,608,1334,2,2,3,false,"3, 4",2,250,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",24000,4,0,80,0,25,640,10,式6=3,0,0,273,-1,"80, 0, 1, 20, 20, 0, 0",70,"60, 30, 10, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",50,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 50, 50, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 17, 41, 42, 43, 44, 45, 46",以此功法攻击敌人时：运用者的破甲大幅提高；此功法发挥$0$成威力时，将敌人被攻击部位的最多3个破绽与3个封穴变化为外伤标记,以此功法攻击敌人时：运用者的破甲大幅提高；此功法发挥$0$成威力时，将敌人被攻击部位的最多3个破绽与3个封穴变化为内伤标记
412,捏转金刚圈,4,“五指虚捏，圈转成环，力无所生，亦无所终，坚固不破，无能截断”，乃称“少林捏转金刚圈”。一切邪魔外道，皆缚于此圈方寸当中，再难脱缚伤人。,1,指法,Invalid,2,1,0,556,true,false,36,属性0=70; 属性2=90; 属性84=300; 属性63=300,609,1335,3,2,4,false,"3, 4",2,300,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",24000,4,0,80,30,25,560,10,式6=2; 式8=1,0,0,345,-1,"20, 20, 1, 40, 40, 0, 0",120,"20, 40, 40, 0",true,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",50,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 70, 70, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 17, 41, 42, 43, 44, 45, 46",此功法发挥$0$成威力后，运用者获得6层此效果：运用者受到的直接外伤降低30%，运用者能够反震敌人对运用者造成的直接外伤；此效果层数耗尽时，运用者从施展进度50%开始立即无消耗施展此功法攻击敌人，以此效果施展的此功法不会获得摧破效果层数,此功法发挥$0$成威力后，运用者获得6层此效果：运用者受到的直接内伤降低30%，运用者能够反震敌人对运用者造成的直接内伤；此效果层数耗尽时，运用者从施展进度50%开始立即无消耗施展此功法攻击敌人，以此效果施展的此功法不会获得摧破效果层数
413,少林龙爪手,5,少林龙爪手招式古朴精深，迅猛绝伦，指力坚逾钢铁，无固不破，抓树可留痕，搓石可成粉，威力奇大，乃少林指爪之最高绝诣。,1,指法,Invalid,2,1,0,557,true,false,37,属性0=80; 属性2=60; 属性3=35; 属性84=350; 属性63=350,610,1336,3,2,5,false,"3, 4",2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",18000,4,0,80,0,25,720,15,式6=1; 式8=2,0,0,273,-1,"60, 0, 1, 20, 20, 10, 10",100,"60, 20, 20, 0",false,true,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",50,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 90, 90, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 17, 41, 42, 43, 44, 45, 46",以此功法攻击敌人时：运用者的破甲大幅增加；运用者的破甲高出敌人的坚韧越多，运用者的破体就提高越多，最多不超过40%,以此功法攻击敌人时：运用者的破甲大幅增加；运用者的破甲高出敌人的坚韧越多，运用者的破气就提高越多，最多不超过40%
414,峨眉鹰爪功,0,峨眉鹰爪功讲究“臂如翼展，指如钢钩”，出手迅捷，招式狠辣，犹如雄鹰扑食时的姿态，力由双臂而发，指爪顺势伤敌。,1,指法,Invalid,1,2,1,558,true,false,31,属性1=50; 属性2=25; 属性5=25; 属性84=100; 属性62=80; 属性63=80,627,1353,1,8,0,false,"3, 4",1,100,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",15000,4,0,60,30,25,280,10,式7=1; 式8=1,0,0,327,-1,"20, 20, 10, 30, 30, 10, 10",40,"20, 30, 50, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",50,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 10, 10, 0, 0","0, 0, 0, 10, 10, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 41, 42, 43, 44, 45, 46",根据此功法发挥的成数，增加运用者所有「轻灵」功法的威力，持续直到战斗结束,根据此功法发挥的成数，降低敌人所有「轻灵」功法的威力，持续直到战斗结束
